  JULDAY,    TIME,   TALOC,   TAREF,   RHLOC,      RH,    VLOC,    VREF,      TS,      T2,   TDEEP,     ZEN,    SOLR,   TSKYC,     DEW,   FROST,SNOWFALL, SNOWDEP
196.,1140.00, 18.50, 18.19, 60.51, 61.70,  0.830,  3.783, 19.01, 20.72,  7.74, 85.64,  29.75,  10.07,0.,0.,   0.00, 355.56
196.,1200.00, 17.44, 17.12, 62.63, 63.91,  0.831,  3.786, 17.97, 19.34,  7.74, 90.00,   0.16,   9.02,0.,0.,   0.00, 355.56
196.,1260.00, 16.80, 16.58, 65.19, 66.12,  0.832,  3.790, 17.18, 18.61,  7.74, 90.00,   0.00,   8.49,0.,0.,   0.00, 355.56
196.,1320.00, 16.45, 16.19, 67.19, 68.33,  0.833,  3.793, 16.89, 18.11,  7.74, 90.00,   0.00,   8.12,0.,0.,   0.00, 355.56
196.,1380.00, 16.13, 15.91, 69.55, 70.54,  0.833,  3.797, 16.50, 17.75,  7.74, 90.00,   0.00,   7.86,0.,0.,   0.00, 355.56
227.,   0.00, 15.80, 14.22, 66.53, 73.65,  0.812,  3.700, 18.41, 18.41,  7.74, 90.00,   0.00,   6.20,0.,0.,   0.00, 355.56
227.,  60.00, 14.32, 14.07, 77.46, 78.72,  0.814,  3.709, 14.73, 15.87,  7.74, 90.00,   0.00,   6.08,0.,0.,   0.00, 355.56
227., 120.00, 14.15, 13.95, 82.69, 83.79,  0.816,  3.718, 14.49, 15.47,  7.74, 90.00,   0.00,   6.00,0.,0.,   0.00, 355.56
227., 180.00, 14.05, 13.86, 87.80, 88.86,  0.818,  3.727, 14.36, 15.27,  7.74, 90.00,   0.00,   5.95,0.,0.,   0.00, 355.56
227., 240.00, 13.98, 13.80, 92.86, 93.94,  0.820,  3.737, 14.27, 15.13,  7.74, 90.00,   0.00,   5.91,0.,0.,   0.00, 355.56
227., 300.00, 13.91, 13.75, 98.20, 99.26,  0.820,  3.737, 14.19, 15.04,  7.74, 90.00,   8.90,   5.90,0.,0.,   0.00, 355.56
227., 360.00, 14.29, 14.09, 97.98, 99.26,  0.818,  3.728, 14.62, 15.24,  7.74, 80.32,  77.34,   6.24,0.,0.,   0.00, 355.56
227., 420.00, 15.87, 15.59, 89.46, 91.09,  0.816,  3.719, 16.34, 16.18,  7.74, 69.43, 215.07,   7.70,0.,0.,   0.00, 355.56
227., 480.00, 18.15, 17.87, 81.03, 82.48,  0.814,  3.710, 18.62, 17.86,  7.74, 58.53, 360.41,   9.94,0.,0.,   0.00, 355.56
227., 540.00, 20.97, 20.58, 72.13, 73.87,  0.812,  3.700, 21.60, 19.92,  7.74, 48.03, 486.56,  12.61,0.,0.,   0.00, 355.56
227., 600.00, 23.72, 23.30, 63.61, 65.26,  0.810,  3.691, 24.42, 22.12,  7.74, 38.62, 585.37,  15.27,0.,0.,   0.00, 355.56
227., 660.00, 26.06, 25.61, 46.78, 48.04,  0.808,  3.682, 26.79, 24.12,  7.74, 31.57, 646.00,  17.41,0.,0.,   0.00, 355.56
227., 720.00, 27.70, 27.16, 46.53, 48.04,  0.804,  3.663, 28.59, 25.66,  7.74, 28.82, 668.08,  18.97,0.,0.,   0.00, 355.56
227., 780.00, 28.24, 27.70, 48.62, 50.17,  0.804,  3.663, 29.13, 26.57,  7.74, 31.57, 645.83,  19.54,0.,0.,   0.00, 355.56
227., 840.00, 27.78, 27.16, 50.43, 52.31,  0.805,  3.666, 28.81, 26.64,  7.74, 38.62, 586.27,  19.02,0.,0.,   0.00, 355.56
227., 900.00, 26.22, 25.61, 52.51, 54.44,  0.806,  3.670, 27.23, 25.91,  7.74, 48.03, 487.69,  17.49,0.,0.,   0.00, 355.56
227., 960.00, 23.96, 23.30, 54.38, 56.57,  0.806,  3.673, 25.04, 24.41,  7.74, 58.53, 361.52,  15.18,0.,0.,   0.00, 355.56
227.,1020.00, 21.13, 20.58, 56.76, 58.71,  0.807,  3.676, 22.04, 22.43,  7.74, 69.43, 215.90,  12.47,0.,0.,   0.00, 355.56
227.,1080.00, 18.34, 17.87, 59.09, 60.84,  0.808,  3.680, 19.10, 20.22,  7.74, 80.32,  77.70,   9.76,0.,0.,   0.00, 355.56
227.,1140.00, 16.54, 16.19, 61.58, 62.98,  0.808,  3.683, 17.12, 18.45,  7.74, 90.00,   8.94,   8.09,0.,0.,   0.00, 355.56
227.,1200.00, 15.64, 15.54, 64.69, 65.11,  0.809,  3.687, 15.81, 17.52,  7.74, 90.00,   0.00,   7.46,0.,0.,   0.00, 355.56
227.,1260.00, 15.31, 15.06, 66.17, 67.25,  0.810,  3.690, 15.73, 16.88,  7.74, 90.00,   0.00,   6.99,0.,0.,   0.00, 355.56
227.,1320.00, 14.93, 14.70, 68.36, 69.38,  0.811,  3.693, 15.31, 16.44,  7.74, 90.00,   0.00,   6.65,0.,0.,   0.00, 355.56
227.,1380.00, 14.84, 14.42, 69.62, 71.52,  0.811,  3.697, 15.52, 16.03,  7.74, 90.00,   0.00,   6.39,0.,0.,   0.00, 355.56
258.,   0.00, 11.09,  9.60, 66.81, 73.80,  0.878,  4.000, 13.63, 13.63,  7.74, 90.00,   0.00,   1.62,0.,0.,   0.00, 355.56
258.,  60.00,  9.65,  9.44, 77.33, 78.45,  0.880,  4.009, 10.02, 11.13,  7.74, 90.00,   0.00,   1.49,0.,0.,   0.00, 355.56
258., 120.00,  9.49,  9.31, 82.13, 83.09,  0.882,  4.018,  9.79, 10.74,  7.74, 90.00,   0.00,   1.39,0.,0.,   0.00, 355.56
258., 180.00,  9.38,  9.22, 86.82, 87.74,  0.884,  4.027,  9.64, 10.54,  7.74, 90.00,   0.00,   1.32,0.,0.,   0.00, 355.56
258., 240.00,  9.33,  9.14, 91.23, 92.39,  0.887,  4.040,  9.65, 10.38,  7.74, 90.00,   0.00,   1.28,0.,0.,   0.00, 355.56
258., 300.00,  9.23,  9.09, 98.31, 99.26,  0.888,  4.045,  9.48, 10.28,  7.74, 90.00,   0.00,   1.25,0.,0.,   0.00, 355.56
258., 360.00,  9.23,  9.07, 98.19, 99.26,  0.886,  4.034,  9.51, 10.21,  7.74, 87.79,  10.58,   1.24,0.,0.,   0.00, 355.56
258., 420.00, 10.46, 10.31, 93.50, 94.45,  0.883,  4.024, 10.72, 10.85,  7.74, 76.86, 115.18,   2.45,0.,0.,   0.00, 355.56
258., 480.00, 12.74, 12.54, 84.10, 85.23,  0.881,  4.013, 13.09, 12.31,  7.74, 66.22, 244.80,   4.64,0.,0.,   0.00, 355.56
258., 540.00, 15.56, 15.38, 75.14, 76.01,  0.879,  4.003, 15.86, 14.37,  7.74, 56.34, 366.21,   7.43,0.,0.,   0.00, 355.56
258., 600.00, 18.54, 18.35, 65.99, 66.78,  0.876,  3.992, 18.86, 16.67,  7.74, 47.92, 471.11,  10.34,0.,0.,   0.00, 355.56
258., 660.00, 21.28, 20.93, 47.32, 48.34,  0.874,  3.981, 21.87, 18.77,  7.74, 42.01, 532.83,  12.76,0.,0.,   0.00, 355.56
258., 720.00, 22.92, 22.68, 47.66, 48.34,  0.869,  3.960, 23.31, 20.53,  7.74, 39.83, 554.54,  14.52,0.,0.,   0.00, 355.56
258., 780.00, 23.69, 23.30, 49.28, 50.46,  0.869,  3.960, 24.36, 21.46,  7.74, 42.01, 532.67,  15.16,0.,0.,   0.00, 355.56
258., 840.00, 23.02, 22.68, 51.52, 52.58,  0.870,  3.964, 23.59, 21.57,  7.74, 47.92, 472.10,  14.56,0.,0.,   0.00, 355.56
258., 900.00, 21.41, 20.93, 53.11, 54.70,  0.871,  3.967, 22.22, 20.68,  7.74, 56.34, 367.35,  12.83,0.,0.,   0.00, 355.56
258., 960.00, 18.73, 18.35, 55.47, 56.83,  0.872,  3.971, 19.39, 19.10,  7.74, 66.22, 245.83,  10.26,0.,0.,   0.00, 355.56
258.,1020.00, 15.78, 15.38, 57.45, 58.95,  0.872,  3.975, 16.47, 16.96,  7.74, 76.86, 115.79,   7.30,0.,0.,   0.00, 355.56
258.,1080.00, 12.87, 12.54, 59.75, 61.07,  0.873,  3.978, 13.43, 14.72,  7.74, 87.79,  10.64,   4.47,0.,0.,   0.00, 355.56
258.,1140.00, 11.80, 11.54, 62.09, 63.19,  0.874,  3.982, 12.25, 13.32,  7.74, 90.00,   0.00,   3.48,0.,0.,   0.00, 355.56
258.,1200.00, 11.14, 10.92, 64.40, 65.31,  0.875,  3.985, 11.50, 12.59,  7.74, 90.00,   0.00,   2.89,0.,0.,   0.00, 355.56
258.,1260.00, 10.64, 10.45, 66.59, 67.43,  0.876,  3.989, 10.96, 12.07,  7.74, 90.00,   0.00,   2.43,0.,0.,   0.00, 355.56
258.,1320.00, 10.24, 10.09, 68.86, 69.56,  0.876,  3.993, 10.50, 11.67,  7.74, 90.00,   0.00,   2.09,0.,0.,   0.00, 355.56
258.,1380.00, 10.00,  9.82, 70.79, 71.68,  0.877,  3.996, 10.32, 11.33,  7.74, 90.00,   0.00,   1.82,0.,0.,   0.00, 355.56
288.,   0.00,  5.03,  3.83, 66.64, 72.50,  1.010,  4.600,  7.18,  7.18,  7.74, 90.00,   0.00,  -4.09,0.,0.,   0.00, 355.56
288.,  60.00,  3.80,  3.66, 75.96, 76.74,  1.012,  4.609,  4.06,  5.03,  7.74, 90.00,   0.00,  -4.23,0.,0.,   0.00, 355.56
288., 120.00,  3.64,  3.52, 80.31, 80.98,  1.014,  4.617,  3.85,  4.69,  7.74, 90.00,   0.00,  -4.35,0.,0.,   0.00, 355.56
288., 180.00,  3.52,  3.42, 84.57, 85.22,  1.015,  4.626,  3.72,  4.50,  7.74, 90.00,   0.00,  -4.43,0.,0.,   0.00, 355.56
288., 240.00,  3.43,  3.33, 88.82, 89.46,  1.017,  4.635,  3.61,  4.36,  7.74, 90.00,   0.00,  -4.50,0.,0.,   0.00, 355.56
288., 300.00,  3.29,  3.26, 93.53, 93.70,  1.020,  4.646,  3.33,  4.27,  7.74, 90.00,   0.00,  -4.54,0.,0.,   0.00, 355.56
288., 360.00,  3.30,  3.21, 98.63, 99.28,  1.021,  4.650,  3.47,  4.16,  7.74, 90.00,   0.07,  -4.57,0.,0.,   0.00, 355.56
288., 420.00,  3.49,  3.35, 98.31, 99.28,  1.018,  4.637,  3.74,  4.20,  7.74, 84.96,  32.03,  -4.43,0.,0.,   0.00, 355.56
288., 480.00,  5.11,  5.02, 90.90, 91.45,  1.015,  4.623,  5.26,  5.08,  7.74, 74.80, 134.91,  -2.80,0.,0.,   0.00, 355.56
288., 540.00,  7.88,  7.73, 79.22, 80.02,  1.012,  4.609,  8.14,  6.79,  7.74, 65.68, 243.08,  -0.15,0.,0.,   0.00, 355.56
288., 600.00, 10.92, 10.89, 68.46, 68.59,  1.009,  4.595, 10.96,  9.07,  7.74, 58.22, 339.91,   2.94,0.,0.,   0.00, 355.56
288., 660.00, 13.82, 13.81, 45.71, 45.72,  1.006,  4.582, 13.82, 11.33,  7.74, 53.21, 391.80,   5.68,0.,0.,   0.00, 355.56
288., 720.00, 15.87, 15.86, 45.71, 45.72,  1.000,  4.554, 15.87, 13.20,  7.74, 51.42, 417.60,   7.73,0.,0.,   0.00, 355.56
288., 780.00, 16.78, 16.60, 47.41, 47.96,  1.000,  4.554, 17.10, 14.21,  7.74, 53.21, 391.66,   8.48,0.,0.,   0.00, 355.56
288., 840.00, 15.98, 15.86, 49.82, 50.19,  1.001,  4.558, 16.18, 14.33,  7.74, 58.22, 340.95,   7.77,0.,0.,   0.00, 355.56
288., 900.00, 14.09, 13.81, 51.49, 52.42,  1.001,  4.562, 14.58, 13.31,  7.74, 65.68, 244.20,   5.74,0.,0.,   0.00, 355.56
288., 960.00, 11.11, 10.89, 53.85, 54.65,  1.002,  4.567, 11.50, 11.54,  7.74, 74.80, 135.75,   2.84,0.,0.,   0.00, 355.56
288.,1020.00,  7.98,  7.73, 55.94, 56.88,  1.003,  4.571,  8.41,  9.30,  7.74, 84.96,  32.27,  -0.29,0.,0.,   0.00, 355.56
288.,1080.00,  6.46,  6.30, 58.45, 59.11,  1.004,  4.575,  6.75,  7.71,  7.74, 90.00,   0.07,  -1.71,0.,0.,   0.00, 355.56
288.,1140.00,  5.79,  5.62, 60.61, 61.34,  1.005,  4.579,  6.10,  6.85,  7.74, 90.00,   0.00,  -2.37,0.,0.,   0.00, 355.56
288.,1200.00,  5.21,  5.08, 63.01, 63.57,  1.006,  4.583,  5.44,  6.31,  7.74, 90.00,   0.00,  -2.89,0.,0.,   0.00, 355.56
288.,1260.00,  4.81,  4.65, 65.09, 65.81,  1.007,  4.587,  5.09,  5.86,  7.74, 90.00,   0.00,  -3.30,0.,0.,   0.00, 355.56
288.,1320.00,  4.43,  4.31, 67.46, 68.04,  1.008,  4.592,  4.65,  5.51,  7.74, 90.00,   0.00,  -3.63,0.,0.,   0.00, 355.56
288.,1380.00,  4.16,  4.04, 69.67, 70.27,  1.009,  4.596,  4.38,  5.22,  7.74, 90.00,   0.00,  -3.89,0.,0.,   0.00, 355.56
319.,   0.00, -1.52, -2.36, 70.53, 75.65,  1.076,  4.900,  0.02,  0.02,  7.74, 90.00,   0.00, -10.04,0.,0., 312.98, 665.36
319.,  60.00, -2.59, -2.51, 79.46, 78.96,  1.077,  4.908, -2.73, -1.83,  7.74, 90.00,   0.00, -10.18,0.,0.,   0.00, 664.00
319., 120.00, -2.69, -2.64, 82.65, 82.27,  1.079,  4.916, -2.79, -1.95,  7.74, 90.00,   0.00, -10.29,0.,0.,   0.00, 662.83
319., 180.00, -2.78, -2.74, 85.85, 85.58,  1.081,  4.924, -2.85, -1.97,  7.74, 90.00,   0.00, -10.38,0.,0.,   0.00, 661.87
319., 240.00, -2.83, -2.83, 88.92, 88.90,  1.083,  4.932, -2.84, -1.98,  7.74, 90.00,   0.00, -10.45,0.,0.,   0.00, 661.09
319., 300.00, -2.87, -2.90, 92.00, 92.21,  1.084,  4.940, -2.82, -1.99,  7.74, 90.00,   0.00, -10.51,0.,0.,   0.00, 660.49
319., 360.00, -3.02, -2.95, 96.09, 95.52,  1.086,  4.949, -3.16, -1.95,  7.74, 90.00,   0.00, -10.56,0.,0.,   0.00, 660.29
319., 420.00, -2.92, -3.00, 98.57, 99.24,  1.087,  4.951, -2.77, -1.97,  7.74, 90.00,   2.19, -10.59,0.,0.,   0.00, 660.10
319., 480.00, -2.48, -2.61, 98.21, 99.24,  1.083,  4.934, -2.26, -1.81,  7.74, 82.47,  45.62, -10.20,0.,0.,   0.00, 659.85
319., 540.00, -0.79, -0.66, 89.59, 88.58,  1.079,  4.918, -1.05, -1.00,  7.74, 74.06, 128.61,  -8.30,0.,0.,   0.00, 659.24
319., 600.00,  1.77,  2.12, 78.30, 76.41,  1.076,  4.901,  1.15,  0.33,  7.74, 67.37, 199.27,  -5.59,0.,0.,   0.00, 657.88
319., 660.00,  4.16,  4.94, 55.00, 52.06,  1.072,  4.884,  2.72,  1.61,  7.74, 63.00, 249.13,  -2.91,0.,0.,   0.00, 655.22
319., 720.00,  6.13,  7.03, 55.38, 52.06,  1.065,  4.851,  4.49,  2.76,  7.74, 61.47, 270.78,  -0.84,0.,0.,   0.00, 652.76
319., 780.00,  6.87,  7.80, 57.56, 54.02,  1.065,  4.851,  5.18,  3.49,  7.74, 63.00, 249.00,  -0.07,0.,0.,   0.00, 650.50
319., 840.00,  6.17,  7.03, 59.41, 55.99,  1.066,  4.855,  4.59,  3.41,  7.74, 67.37, 200.37,  -0.82,0.,0.,   0.00, 648.29
319., 900.00,  4.33,  4.94, 60.51, 57.95,  1.067,  4.860,  3.20,  2.51,  7.74, 74.06, 129.69,  -2.88,0.,0.,   0.00, 645.88
319., 960.00,  1.70,  2.12, 61.73, 59.92,  1.068,  4.864,  0.94,  1.07,  7.74, 82.47,  46.13,  -5.67,0.,0.,   0.00, 643.31
319.,1020.00,  0.00,  0.34, 63.42, 61.89,  1.069,  4.869, -0.62, -0.17,  7.74, 90.00,   2.21,  -7.42,0.,0.,   0.00, 640.93
319.,1080.00, -0.63, -0.32, 65.53, 63.85,  1.070,  4.873, -1.21, -0.75,  7.74, 90.00,   0.00,  -8.06,0.,0.,   0.00, 638.76
319.,1140.00, -1.14, -0.85, 67.42, 65.82,  1.071,  4.878, -1.67, -1.05,  7.74, 90.00,   0.00,  -8.58,0.,0.,   0.00, 636.76
319.,1200.00, -1.52, -1.29, 69.10, 67.79,  1.072,  4.882, -1.94, -1.30,  7.74, 90.00,   0.00,  -9.01,0.,0.,   0.00, 634.83
319.,1260.00, -1.79, -1.64, 70.64, 69.75,  1.073,  4.887, -2.07, -1.51,  7.74, 90.00,   0.00,  -9.35,0.,0.,   0.00, 632.93
319.,1320.00, -2.10, -1.93, 72.73, 71.72,  1.074,  4.891, -2.40, -1.65,  7.74, 90.00,   0.00,  -9.63,0.,0.,   0.00, 631.20
319.,1380.00, -2.20, -2.16, 73.92, 73.68,  1.075,  4.896, -2.27, -1.80,  7.74, 90.00,   0.00,  -9.85,0.,0.,   0.00, 629.41
349.,   0.00, -9.01, -9.76, 71.49, 76.40,  1.054,  4.800, -7.64, -7.64,  7.74, 90.00,   0.00, -17.41,0.,0.,*******,   0.00
349.,  60.00, -9.84, -9.91, 79.01, 79.51,  1.055,  4.808, -9.71, -9.06,  7.74, 90.00,   0.00, -17.55,0.,0.,   0.00,   0.00
349., 120.00, -9.98,-10.04, 82.20, 82.62,  1.057,  4.815, -9.88, -9.30,  7.74, 90.00,   0.00, -17.66,0.,0.,   0.00,   0.00
349., 180.00,-10.08,-10.14, 85.30, 85.72,  1.059,  4.823, -9.98, -9.45,  7.74, 90.00,   0.00, -17.75,0.,0.,   0.00,   0.00
349., 240.00,-10.18,-10.22, 88.50, 88.83,  1.060,  4.830,-10.10, -9.56,  7.74, 90.00,   0.00, -17.82,0.,0.,   0.00,   0.00
349., 300.00,-10.24,-10.29, 91.57, 91.94,  1.062,  4.838,-10.16, -9.65,  7.74, 90.00,   0.00, -17.88,0.,0.,   0.00,   0.00
349., 360.00,-10.30,-10.35, 94.65, 95.05,  1.064,  4.848,-10.21, -9.73,  7.74, 90.00,   0.00, -17.92,0.,0.,   0.00,   0.00
349., 420.00,-10.21,-10.39, 97.67, 99.24,  1.065,  4.854, -9.89, -9.83,  7.74, 90.00,   0.08, -17.95,0.,0.,   0.00,   0.00
349., 480.00,-10.22,-10.27, 98.80, 99.24,  1.062,  4.837,-10.13, -9.75,  7.74, 86.22,  21.36, -17.83,0.,0.,   0.00,   0.00
349., 540.00, -8.58, -8.60, 90.96, 91.08,  1.058,  4.820, -8.55, -8.95,  7.74, 78.17,  86.49, -16.20,0.,0.,   0.00,   0.00
349., 600.00, -6.06, -5.99, 79.07, 78.57,  1.054,  4.803, -6.20, -7.33,  7.74, 71.84, 156.18, -13.65,0.,0.,   0.00,   0.00
349., 660.00, -3.37, -3.24, 54.15, 53.56,  1.051,  4.786, -3.60, -5.39,  7.74, 67.75, 203.31, -11.04,0.,0.,   0.00,   0.00
349., 720.00, -1.32, -1.17, 54.25, 53.56,  1.043,  4.752, -1.60, -3.68,  7.74, 66.33, 216.19,  -8.98,0.,0.,   0.00,   0.00
349., 780.00, -0.52, -0.40, 56.02, 55.47,  1.043,  4.752, -0.74, -2.66,  7.74, 67.75, 203.21,  -8.21,0.,0.,   0.00,   0.00
349., 840.00, -1.22, -1.17, 57.62, 57.37,  1.044,  4.756, -1.31, -2.64,  7.74, 71.84, 157.08,  -8.96,0.,0.,   0.00,   0.00
349., 900.00, -3.21, -3.24, 59.14, 59.27,  1.045,  4.761, -3.17, -3.63,  7.74, 78.17,  87.25, -11.01,0.,0.,   0.00,   0.00
349., 960.00, -5.89, -5.99, 60.66, 61.18,  1.046,  4.765, -5.72, -5.32,  7.74, 86.22,  21.61, -13.73,0.,0.,   0.00,   0.00
349.,1020.00, -7.17, -7.24, 62.72, 63.08,  1.047,  4.769, -7.05, -6.59,  7.74, 90.00,   0.08, -14.96,0.,0.,   0.00,   0.00
349.,1080.00, -7.80, -7.84, 64.74, 64.98,  1.048,  4.774, -7.72, -7.26,  7.74, 90.00,   0.00, -15.55,0.,0.,   0.00,   0.00
349.,1140.00, -8.28, -8.34, 66.53, 66.89,  1.049,  4.778, -8.17, -7.72,  7.74, 90.00,   0.00, -16.03,0.,0.,   0.00,   0.00
349.,1200.00, -8.70, -8.75, 68.49, 68.79,  1.050,  4.783, -8.61, -8.09,  7.74, 90.00,   0.00, -16.43,0.,0.,   0.00,   0.00
349.,1260.00, -9.02, -9.08, 70.30, 70.69,  1.051,  4.787, -8.90, -8.40,  7.74, 90.00,   0.00, -16.75,0.,0.,   0.00,   0.00
349.,1320.00, -9.30, -9.35, 72.26, 72.59,  1.052,  4.791, -9.21, -8.66,  7.74, 90.00,   0.00, -17.02,0.,0.,   0.00,   0.00
349.,1380.00, -9.52, -9.58, 74.11, 74.50,  1.053,  4.796, -9.41, -8.88,  7.74, 90.00,   0.00, -17.23,0.,0.,   0.00,   0.00
=======
 15.,   0.00,-12.59,-13.42, 69.66, 75.10,  1.076,  4.900,-11.07,-11.07,  7.74, 90.00,   0.00, -22.36,0.,0.,-208.76,-208.76
 15.,  60.00,-13.56,-13.58, 78.31, 78.43,  1.077,  4.908,-13.53,-12.75,  7.74, 90.00,   0.00, -22.50,0.,0.,   0.00,   0.00
 15., 120.00,-13.71,-13.71, 81.76, 81.76,  1.079,  4.916,-13.71,-13.03,  7.74, 90.00,   0.00, -22.61,0.,0.,   0.00,   0.00
 15., 180.00,-13.81,-13.82, 85.08, 85.09,  1.081,  4.924,-13.81,-13.19,  7.74, 90.00,   0.00, -22.70,0.,0.,   0.00,   0.00
 15., 240.00,-13.93,-13.90, 88.61, 88.42,  1.082,  4.931,-13.97,-13.31,  7.74, 90.00,   0.00, -22.76,0.,0.,   0.00,   0.00
 15., 300.00,-13.99,-13.98, 91.85, 91.75,  1.084,  4.939,-14.01,-13.42,  7.74, 90.00,   0.00, -22.81,0.,0.,   0.00,   0.00
 15., 360.00,-14.05,-14.04, 95.16, 95.08,  1.086,  4.949,-14.06,-13.50,  7.74, 90.00,   0.00, -22.85,0.,0.,   0.00,   0.00
 15., 420.00,-14.15,-14.08, 99.82, 99.25,  1.087,  4.953,-14.26,-13.55,  7.74, 90.00,   0.51, -22.87,0.,0.,   0.00,   0.00
 15., 480.00,-13.83,-13.84, 99.13, 99.25,  1.084,  4.936,-13.80,-13.44,  7.74, 84.65,  51.21, -22.63,0.,0.,   0.00,   0.00
 15., 540.00,-11.96,-11.95, 89.64, 89.61,  1.080,  4.919,-11.97,-12.40,  7.74, 76.45, 172.33, -20.76,0.,0.,   0.00,   0.00
 15., 600.00, -9.14, -9.13, 76.78, 76.72,  1.076,  4.902, -9.16,-10.52,  7.74, 69.97, 287.84, -17.98,0.,0.,   0.00,   0.00
 15., 660.00, -6.25, -6.20, 51.17, 50.95,  1.072,  4.885, -6.34, -8.36,  7.74, 65.76, 359.48, -15.25,0.,0.,   0.00,   0.00
 15., 720.00, -4.05, -4.01, 51.12, 50.95,  1.065,  4.851, -4.12, -6.48,  7.74, 64.30, 386.29, -13.02,0.,0.,   0.00,   0.00
 15., 780.00, -3.21, -3.20, 53.02, 52.96,  1.065,  4.851, -3.24, -5.39,  7.74, 65.76, 359.48, -12.17,0.,0.,   0.00,   0.00
 15., 840.00, -3.98, -4.01, 54.85, 54.98,  1.066,  4.855, -3.93, -5.40,  7.74, 69.97, 287.84, -12.97,0.,0.,   0.00,   0.00
 15., 900.00, -6.13, -6.20, 56.67, 56.99,  1.067,  4.860, -6.01, -6.53,  7.74, 76.45, 172.33, -15.18,0.,0.,   0.00,   0.00
 15., 960.00, -9.17, -9.13, 59.19, 59.00,  1.068,  4.864, -9.23, -8.41,  7.74, 84.65,  51.21, -18.15,0.,0.,   0.00,   0.00
 15.,1020.00,-10.66,-10.68, 60.93, 61.01,  1.069,  4.869,-10.63, -9.98,  7.74, 90.00,   0.51, -19.71,0.,0.,   0.00,   0.00
 15.,1080.00,-11.39,-11.34, 63.29, 63.03,  1.070,  4.873,-11.47,-10.79,  7.74, 90.00,   0.00, -20.36,0.,0.,   0.00,   0.00
 15.,1140.00,-11.89,-11.88, 65.10, 65.04,  1.071,  4.878,-11.91,-11.31,  7.74, 90.00,   0.00, -20.89,0.,0.,   0.00,   0.00
 15.,1200.00,-12.30,-12.32, 66.93, 67.05,  1.072,  4.882,-12.26,-11.73,  7.74, 90.00,   0.00, -21.32,0.,0.,   0.00,   0.00
 15.,1260.00,-12.69,-12.68, 69.12, 69.06,  1.073,  4.887,-12.71,-12.06,  7.74, 90.00,   0.00, -21.67,0.,0.,   0.00,   0.00
 15.,1320.00,-12.98,-12.98, 71.11, 71.08,  1.074,  4.891,-12.99,-12.35,  7.74, 90.00,   0.00, -21.95,0.,0.,   0.00,   0.00
 15.,1380.00,-13.23,-13.22, 73.17, 73.09,  1.075,  4.896,-13.25,-12.59,  7.74, 90.00,   0.00, -22.18,0.,0.,   0.00,   0.00
 46.,   0.00,-10.28,-11.32, 67.64, 74.20,  1.054,  4.800, -8.40, -8.40,  7.74, 90.00,   0.00, -20.24,0.,0.,-478.15,   0.00
 46.,  60.00,-11.43,-11.48, 77.73, 78.06,  1.056,  4.809,-11.35,-10.42,  7.74, 90.00,   0.00, -20.36,0.,0.,   0.00,   0.00
 46., 120.00,-11.58,-11.60, 81.74, 81.92,  1.057,  4.817,-11.53,-10.74,  7.74, 90.00,   0.00, -20.46,0.,0.,   0.00,   0.00
 46., 180.00,-11.68,-11.70, 85.62, 85.78,  1.059,  4.826,-11.64,-10.92,  7.74, 90.00,   0.00, -20.53,0.,0.,   0.00,   0.00
 46., 240.00,-11.78,-11.78, 89.59, 89.64,  1.061,  4.835,-11.76,-11.04,  7.74, 90.00,   0.00, -20.59,0.,0.,   0.00,   0.00
 46., 300.00,-11.84,-11.85, 93.44, 93.49,  1.064,  4.848,-11.83,-11.15,  7.74, 90.00,   0.00, -20.63,0.,0.,   0.00,   0.00
 46., 360.00,-11.89,-11.90, 99.18, 99.26,  1.066,  4.855,-11.87,-11.23,  7.74, 90.00,   0.01, -20.64,0.,0.,   0.00,   0.00
 46., 420.00,-11.88,-11.92, 98.89, 99.26,  1.063,  4.841,-11.80,-11.28,  7.74, 87.87,  14.57, -20.66,0.,0.,   0.00,   0.00
 46., 480.00,-10.52,-10.56, 93.34, 93.62,  1.059,  4.826,-10.46,-10.55,  7.74, 78.23, 138.98, -19.31,0.,0.,   0.00,   0.00
 46., 540.00, -8.06, -8.15, 81.83, 82.50,  1.056,  4.811, -7.89, -8.93,  7.74, 69.43, 295.23, -16.93,0.,0.,   0.00,   0.00
 46., 600.00, -5.15, -5.26, 70.74, 71.38,  1.053,  4.796, -4.96, -6.76,  7.74, 62.32, 426.54, -14.07,0.,0.,   0.00,   0.00
 46., 660.00, -2.44, -2.53, 48.78, 49.14,  1.050,  4.782, -2.28, -4.56,  7.74, 57.61, 510.26, -11.54,0.,0.,   0.00,   0.00
 46., 720.00, -0.47, -0.60, 48.62, 49.14,  1.043,  4.752, -0.23, -2.79,  7.74, 55.94, 526.89,  -9.56,0.,0.,   0.00,   0.00
 46., 780.00,  0.22,  0.10, 50.80, 51.23,  1.043,  4.752,  0.43, -1.75,  7.74, 57.61, 510.26,  -8.82,0.,0.,   0.00,   0.00
 46., 840.00, -0.40, -0.60, 52.47, 53.32,  1.044,  4.756, -0.05, -1.76,  7.74, 62.32, 426.54,  -9.50,0.,0.,   0.00,   0.00
 46., 900.00, -2.36, -2.53, 54.64, 55.41,  1.045,  4.761, -2.07, -2.78,  7.74, 69.43, 295.23, -11.45,0.,0.,   0.00,   0.00
